Number of frames: 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,Marker_10 x,Marker_10 y,Marker_10 z
132,-187.8148956,846.1015015,-3092.935791,-195.5493469,873.5014648,-3081.7146,-137.0386353,859.1489258,-3067.083984,-119.8915024,872.6843262,-3056.083984,-59.36246872,877.9022827,-3038.511475,-72.4757843,859.5548706,-3068.405273,-168.997757,691.350708,-2954.433838,-159.7007446,727.3594971,-2987.745605,-208.5363159,730.0983276,-2998.085693,-217.6474457,693.9992676,-2964.868408
133,-187.8144531,846.0988159,-3092.935059,-195.5462036,873.4875488,-3081.680908,-137.0351868,859.1398315,-3067.059082,-119.8936844,872.6884766,-3056.088623,-59.36223602,877.8986206,-3038.506104,-72.47544861,859.5558472,-3068.405762,-168.9616394,691.3374023,-2954.440186,-159.6735077,727.3483276,-2987.746094,-208.5077057,730.0914307,-2998.085938,-217.6165466,693.9905396,-2964.877686
134,-187.8066864,846.0891724,-3092.913818,-195.5455627,873.484436,-3081.676758,-137.036026,859.142395,-3067.073242,-119.892067,872.6882935,-3056.08252,-59.36289597,877.8956909,-3038.492432,-72.47336578,859.5608521,-3068.415039,-168.9158173,691.2962036,-2954.453369,-159.6350555,727.3135986,-2987.749756,-208.4725037,730.0615234,-2998.061768,-217.5792694,693.9570313,-2964.87915
135,-187.8076477,846.0853882,-3092.927734,-195.5472107,873.4865112,-3081.694336,-137.0341187,859.1411743,-3067.06665,-119.8920593,872.6914063,-3056.094238,-59.36201477,877.8991699,-3038.493652,-72.47077942,859.5596924,-3068.408447,-168.8541565,691.236084,-2954.479004,-159.5828094,727.2618408,-2987.770752,-208.4255829,730.0189819,-2998.040527,-217.5218811,693.9099731,-2964.871582
136,-187.8003845,846.079834,-3092.918701,-195.5454407,873.484375,-3081.678955,-137.0358734,859.1453857,-3067.082764,-119.8899384,872.6867676,-3056.084961,-59.36266327,877.9000244,-3038.503662,-72.47101593,859.557312,-3068.404053,-168.7751465,691.1750488,-2954.513428,-159.5217133,727.2079468,-2987.77417,-208.3703461,729.9785156,-2998.03833,-217.44841,693.8568115,-2964.866211
137,-187.797226,846.0744019,-3092.913818,-195.5447388,873.4874878,-3081.69165,-137.032486,859.1422119,-3067.065918,-119.8916397,872.6863403,-3056.080811,-59.3609848,877.9009399,-3038.506104,-72.47514343,859.5576172,-3068.401855,-168.7052612,691.1463623,-2954.537598,-159.4678192,727.1846313,-2987.778076,-208.3203278,729.9505005,-2998.026367,-217.3811035,693.8198853,-2964.853027
138,-187.7988739,846.0748291,-3092.928223,-195.54216,873.4784546,-3081.672363,-137.0276337,859.1397705,-3067.067383,-119.8918381,872.6864624,-3056.076904,-59.36076355,877.8985596,-3038.500732,-72.4737854,859.5604858,-3068.41333,-168.6533813,691.1659546,-2954.536133,-159.4337006,727.2052612,-2987.797119,-208.2891846,729.9523926,-2998.01709,-217.3329468,693.8210449,-2964.844238
139,-187.7998657,846.0756226,-3092.933105,-195.5427704,873.4804077,-3081.67627,-137.0281677,859.1383057,-3067.063965,-119.8863602,872.6875,-3056.084961,-59.36062622,877.8966064,-3038.487305,-72.4728241,859.5631714,-3068.421387,-168.629837,691.2190552,-2954.496582,-159.4196167,727.2588501,-2987.785645,-208.2763824,729.9805908,-2998.028809,-217.3118286,693.8503418,-2964.841553
140,-187.796814,846.0787354,-3092.934326,-195.5437775,873.4824219,-3081.700684,-137.0250397,859.1356201,-3067.041992,-119.8864212,872.6908569,-3056.094971,-59.3590889,877.8981934,-3038.490723,-72.46924591,859.5651245,-3068.421631,-168.6257782,691.2794189,-2954.467773,-159.4138641,727.3174438,-2987.765137,-208.2677612,730.0054321,-2998.032715,-217.3009491,693.8812866,-2964.844971
141,-187.7937469,846.0701904,-3092.911377,-195.545578,873.4776001,-3081.682861,-137.0232391,859.1411743,-3067.061768,-119.8873215,872.6901245,-3056.0979,-59.35747528,877.8985596,-3038.496826,-72.46747589,859.5643311,-3068.414795,-168.6092987,691.3138428,-2954.464844,-159.4037781,727.3496704,-2987.74707,-208.2532654,730.0151978,-2998.038086,-217.2776642,693.8895264,-2964.854248
142,-187.7960052,846.0690308,-3092.932861,-195.543457,873.4779053,-3081.682617,-137.0237579,859.1384277,-3067.049561,-119.8839722,872.6868896,-3056.082764,-59.35583115,877.8920288,-3038.477539,-72.46821594,859.5665283,-3068.416504,-168.5785522,691.3146362,-2954.465088,-159.3866882,727.355896,-2987.744629,-208.2358704,730.0108032,-2998.033447,-217.2484436,693.8774414,-2964.85791
143,-187.7923737,846.0601196,-3092.926758,-195.5391998,873.4671021,-3081.653076,-137.0226135,859.1414795,-3067.060547,-119.8837509,872.6848755,-3056.074219,-59.35543823,877.8967896,-3038.486328,-72.4683609,859.564209,-3068.413086,-168.548996,691.3079224,-2954.483154,-159.3626862,727.3485107,-2987.750488,-208.2148438,729.9978638,-2998.037354,-217.222168,693.8632202,-2964.864502
144,-187.7892761,846.0521851,-3092.915527,-195.5436096,873.47052,-3081.675293,-137.0214691,859.1405029,-3067.063965,-119.8842239,872.6893311,-3056.089111,-59.35602188,877.8979492,-3038.486572,-72.46447754,859.5578613,-3068.39624,-168.525116,691.2896729,-2954.471191,-159.3397064,727.3300171,-2987.746094,-208.1912079,729.9734497,-2998.053955,-217.199173,693.8394775,-2964.87207
145,-187.7877502,846.0529175,-3092.913086,-195.5391693,873.4718628,-3081.680664,-137.0168762,859.1396484,-3067.05127,-119.8814316,872.687561,-3056.076416,-59.35691834,877.8961792,-3038.479492,-72.46170044,859.56427,-3068.405029,-168.506012,691.2506714,-2954.464355,-159.3238678,727.2983398,-2987.750244,-208.1717072,729.9370728,-2998.053711,-217.1785278,693.7989502,-2964.870605
146,-187.7833557,846.0428467,-3092.9021,-195.5385742,873.4705811,-3081.678955,-137.0158844,859.1386719,-3067.058105,-119.8806076,872.6864624,-3056.073242,-59.35215378,877.8972778,-3038.482666,-72.46153259,859.5670166,-3068.412842,-168.4913635,691.2119751,-2954.482178,-159.3075562,727.2645874,-2987.763916,-208.1591949,729.9038086,-2998.045898,-217.1603394,693.7625122,-2964.870361
147,-187.7816467,846.0409546,-3092.916016,-195.5368652,873.4609375,-3081.650635,-137.0124969,859.140686,-3067.059814,-119.8790894,872.6919556,-3056.083984,-59.35238266,877.9003296,-3038.481689,-72.46144867,859.5685425,-3068.408447,-168.4838715,691.197937,-2954.47998,-159.3033447,727.2494507,-2987.746094,-208.1516571,729.8899536,-2998.042725,-217.1539612,693.7470703,-2964.87793
148,-187.7771759,846.0388184,-3092.901367,-195.5411987,873.4681396,-3081.678467,-137.0123596,859.1434326,-3067.061523,-119.8792114,872.697998,-3056.098389,-59.35427475,877.9013672,-3038.490723,-72.46166229,859.5718994,-3068.417236,-168.4867401,691.2134399,-2954.476563,-159.312439,727.2630615,-2987.731934,-208.1562805,729.8867798,-2998.039795,-217.1568604,693.7422485,-2964.872559
149,-187.7756958,846.0350952,-3092.903076,-195.5403137,873.4643555,-3081.662598,-137.0123444,859.1474609,-3067.065674,-119.8799133,872.6998291,-3056.094971,-59.35330582,877.8997803,-3038.488281,-72.45962524,859.5717163,-3068.408936,-168.4982147,691.2316895,-2954.447266,-159.3184052,727.2797241,-2987.719727,-208.1634521,729.8869629,-2998.040771,-217.1643829,693.7444458,-2964.854004
150,-187.7720947,846.0338745,-3092.918213,-195.5371857,873.458252,-3081.656738,-137.0085602,859.1467285,-3067.063965,-119.8784027,872.6986694,-3056.088867,-59.34839249,877.8996582,-3038.483643,-72.4592514,859.5723267,-3068.407715,-168.5011902,691.2368774,-2954.404785,-159.3117218,727.2752075,-2987.677002,-208.1554565,729.8803711,-2998.021973,-217.1650696,693.7470703,-2964.845459
151,-187.7692566,846.0238037,-3092.893799,-195.5367432,873.4594727,-3081.658936,-137.0111084,859.1453247,-3067.064453,-119.877037,872.6968384,-3056.089844,-59.34949112,877.8991089,-3038.480957,-72.45679474,859.572937,-3068.411621,-168.486969,691.2310791,-2954.386719,-159.2915344,727.267395,-2987.654541,-208.1317596,729.8677979,-2998.000732,-217.1461792,693.7374268,-2964.851563
152,-187.7622833,846.0283203,-3092.914063,-195.5376587,873.4594116,-3081.668457,-137.0035706,859.1443481,-3067.056152,-119.8713837,872.6970215,-3056.083984,-59.34980393,877.902771,-3038.484619,-72.45572662,859.5768433,-3068.414795,-168.460907,691.2225342,-2954.384033,-159.2655792,727.2639771,-2987.658691,-208.1062012,729.8608398,-2997.997559,-217.1194305,693.7248535,-2964.844482
153,-187.7602692,846.0200195,-3092.909424,-195.5362244,873.4596558,-3081.663818,-137.0017853,859.1437378,-3067.049805,-119.8745117,872.6975098,-3056.080566,-59.34634781,877.8974609,-3038.4729,-72.45108032,859.5768433,-3068.408936,-168.435379,691.2120361,-2954.40332,-159.239151,727.2532959,-2987.668457,-208.0861816,729.8546753,-2998.013672,-217.0944672,693.7174072,-2964.844238
154,-187.7589569,846.0136719,-3092.883545,-195.5371246,873.4579468,-3081.663818,-137.0019226,859.1414795,-3067.039795,-119.8746033,872.6970825,-3056.083252,-59.3488121,877.9016113,-3038.480957,-72.45362091,859.5784302,-3068.407959,-168.4137115,691.1990356,-2954.43335,-159.2238617,727.24646,-2987.697754,-208.071167,729.8463745,-2998.030762,-217.0749512,693.7080078,-2964.881104
155,-187.7563477,846.0125122,-3092.910156,-195.5332489,873.4547119,-3081.664063,-137.002594,859.1473999,-3067.06543,-119.8725052,872.6987915,-3056.088623,-59.34819031,877.9050903,-3038.48999,-72.45706177,859.5806274,-3068.421631,-168.3950806,691.1829834,-2954.464844,-159.2105255,727.2416382,-2987.719238,-208.0595703,729.8500977,-2998.054199,-217.0577545,693.6998901,-2964.912598
156,-187.7557373,846.0195923,-3092.920166,-195.5349731,873.4572144,-3081.675049,-137.0016632,859.1442871,-3067.049316,-119.8727798,872.701416,-3056.092529,-59.34468079,877.9075317,-3038.498535,-72.45061493,859.5766602,-3068.413818,-168.3719177,691.1725464,-2954.501709,-159.1943207,727.2379761,-2987.743164,-208.0462799,729.8601685,-2998.059082,-217.0372009,693.7007446,-2964.909912
157,-187.7549896,846.0147095,-3092.900146,-195.5357666,873.4516602,-3081.662109,-137.0008392,859.1467285,-3067.054199,-119.8737335,872.7028809,-3056.102295,-59.34381104,877.9031982,-3038.477051,-72.45298004,859.5730591,-3068.395996,-168.3509674,691.1812134,-2954.517578,-159.179657,727.2518921,-2987.760498,-208.0341492,729.8789063,-2998.045166,-217.0218811,693.7214966,-2964.918945
158,-187.7554932,846.0108643,-3092.901855,-195.5326996,873.4481812,-3081.652832,-136.996582,859.1444702,-3067.044434,-119.8748169,872.7009277,-3056.091309,-59.34361267,877.9020996,-3038.479248,-72.45225525,859.5765381,-3068.404297,-168.3348846,691.213501,-2954.505859,-159.168045,727.2855835,-2987.756348,-208.0233765,729.916687,-2998.039063,-217.0073547,693.7570801,-2964.905762
159,-187.7591705,846.0136108,-3092.891602,-195.5388794,873.4536743,-3081.662842,-136.9998169,859.1481323,-3067.043213,-119.8761444,872.7053223,-3056.091553,-59.34652329,877.9035034,-3038.474365,-72.45227814,859.5755615,-3068.389648,-168.3265686,691.2666016,-2954.498047,-159.1603851,727.336792,-2987.746094,-208.0162048,729.9663086,-2998.037109,-216.9952698,693.8047485,-2964.881592
160,-187.7571716,846.015564,-3092.890869,-195.5418243,873.4602661,-3081.659668,-137.0039063,859.1547852,-3067.047607,-119.8772049,872.7035522,-3056.080078,-59.34665299,877.9024658,-3038.469238,-72.45385742,859.5776367,-3068.392334,-168.3207703,691.3143311,-2954.476563,-159.1607513,727.383667,-2987.733643,-208.0155945,730.005127,-2998.027588,-216.9898987,693.84552,-2964.85791
161,-187.761795,846.0149536,-3092.885986,-195.5388184,873.4612427,-3081.663818,-137.0029297,859.1564331,-3067.054443,-119.875946,872.7039185,-3056.080322,-59.34632492,877.9044189,-3038.469482,-72.45333099,859.5836792,-3068.40918,-168.3156128,691.3305054,-2954.45166,-159.1582489,727.3973999,-2987.718994,-208.0137329,730.0157471,-2997.998535,-216.9848175,693.8544312,-2964.835938
162,-187.7636719,846.0167236,-3092.883545,-195.542511,873.4595337,-3081.643799,-137.0024719,859.1574097,-3067.043213,-119.8781433,872.7099609,-3056.084961,-59.34822846,877.9102173,-3038.478027,-72.45422363,859.585144,-3068.4021,-168.3060913,691.3060303,-2954.452637,-159.1505127,727.3803711,-2987.716064,-208.0048981,730.0013428,-2997.987549,-216.9757538,693.8361816,-2964.837646
163,-187.7604675,846.0177002,-3092.878418,-195.5440063,873.4608154,-3081.646973,-137.0013275,859.1500854,-3067.026123,-119.8781281,872.7102051,-3056.081299,-59.34801102,877.9125977,-3038.478027,-72.45441437,859.5825806,-3068.38501,-168.2800293,691.2502441,-2954.476318,-159.1289215,727.3361206,-2987.716064,-207.9866486,729.96521,-2997.979004,-216.9528046,693.7891235,-2964.843262
164,-187.7581482,846.0114136,-3092.874268,-195.5439606,873.4649658,-3081.660645,-137.0062714,859.1534424,-3067.029541,-119.8786392,872.7086182,-3056.079834,-59.34754562,877.9127808,-3038.471191,-72.45703125,859.5825195,-3068.388184,-168.2372589,691.1841431,-2954.518799,-159.097168,727.2840576,-2987.734131,-207.9600067,729.9200439,-2997.971436,-216.9148407,693.7282104,-2964.867676
165,-187.7585907,846.0135498,-3092.887695,-195.5420074,873.460022,-3081.652832,-137.004303,859.1536865,-3067.035156,-119.879509,872.7095337,-3056.087646,-59.34576035,877.9127808,-3038.467773,-72.45684815,859.5809326,-3068.385742,-168.1880798,691.1268921,-2954.575928,-159.062912,727.2474365,-2987.78125,-207.9300385,729.8847046,-2997.988525,-216.8682861,693.6727295,-2964.892578
166,-187.7581177,846.0181885,-3092.886475,-195.5382233,873.4605713,-3081.647949,-137.0058289,859.1592407,-3067.050781,-119.8771667,872.7095337,-3056.090088,-59.34739304,877.9139404,-3038.475342,-72.45345306,859.5819092,-3068.383545,-168.1392822,691.1022949,-2954.614502,-159.027359,727.2371826,-2987.819092,-207.9020691,729.8729858,-2998.003174,-216.8233795,693.6470947,-2964.915771
167,-187.7596588,846.017334,-3092.888916,-195.541626,873.4589233,-3081.652344,-137.0021362,859.159729,-3067.048584,-119.8761597,872.7019043,-3056.070801,-59.35058212,877.9144897,-3038.473633,-72.45420837,859.5809326,-3068.375977,-168.1192627,691.1312256,-2954.637207,-159.0145569,727.2614136,-2987.822021,-207.8854523,729.8895874,-2998.007568,-216.8026276,693.6690063,-2964.929688
168,-187.7594299,846.0144043,-3092.894043,-195.5441132,873.4671631,-3081.678711,-137.0029144,859.1565552,-3067.045654,-119.8762512,872.7040405,-3056.082031,-59.34883118,877.9158325,-3038.478027,-72.4554596,859.5821533,-3068.380127,-168.1331024,691.196228,-2954.614746,-159.0279236,727.3181152,-2987.820801,-207.8936157,729.9294434,-2998.031738,-216.81604,693.7166748,-2964.940674
169,-187.7632599,846.0231323,-3092.891113,-195.543808,873.4694214,-3081.686768,-137.0033569,859.1553955,-3067.03418,-119.876152,872.7063599,-3056.078857,-59.34955597,877.9197998,-3038.491699,-72.46077728,859.5869141,-3068.388916,-168.1734619,691.2606201,-2954.575195,-159.0576782,727.3725586,-2987.795654,-207.9229889,729.9664307,-2998.051758,-216.8504181,693.7598267,-2964.941895
170,-187.7608948,846.0177002,-3092.894043,-195.5419006,873.4648438,-3081.673584,-137.0026398,859.1549683,-3067.031006,-119.8751144,872.7073975,-3056.072266,-59.35339356,877.9182129,-3038.481934,-72.45694733,859.5889282,-3068.393066,-168.2131958,691.293396,-2954.543213,-159.0901184,727.3965454,-2987.766602,-207.9477997,729.9744263,-2998.048096,-216.8846741,693.7780762,-2964.938721
171,-187.7645721,846.024353,-3092.911865,-195.5453796,873.4711304,-3081.679199,-137.006134,859.1534424,-3067.020752,-119.8805771,872.7096558,-3056.078857,-59.35079575,877.9185791,-3038.47168,-72.45619202,859.5834351,-3068.375977,-168.2325134,691.2799683,-2954.526611,-159.1075897,727.381958,-2987.751709,-207.9632111,729.9543457,-2998.033203,-216.9039764,693.7590332,-2964.94043
172,-187.7671204,846.0169067,-3092.882324,-195.5484009,873.4765625,-3081.6875,-137.0056,859.1586914,-3067.031738,-119.8790512,872.7086182,-3056.065918,-59.34886169,877.9197998,-3038.472168,-72.45809174,859.5844116,-3068.377686,-168.2401581,691.2250977,-2954.524658,-159.1169128,727.3361206,-2987.744629,-207.9718323,729.9137573,-2998.017334,-216.9132233,693.7095947,-2964.920654
173,-187.7650452,846.0211182,-3092.902344,-195.5458832,873.4699097,-3081.66626,-137.0052643,859.1531982,-3067.008301,-119.8801956,872.7144775,-3056.079834,-59.34807587,877.9224243,-3038.47876,-72.4577713,859.5877075,-3068.383545,-168.2398834,691.1541138,-2954.534668,-159.118927,727.2791138,-2987.750732,-207.9727173,729.8673096,-2998.010498,-216.9152069,693.6536865,-2964.921387
174,-187.7614594,846.0115356,-3092.872803,-195.5471039,873.4725952,-3081.682373,-137.0081177,859.1560059,-3067.023193,-119.8807755,872.7128296,-3056.080322,-59.34891129,877.9231567,-3038.474121,-72.45951843,859.5877686,-3068.384033,-168.2404175,691.1015625,-2954.552246,-159.1150818,727.2349854,-2987.744629,-207.9750671,729.8314819,-2998.01001,-216.9149628,693.6084595,-2964.945313
175,-187.7637329,846.0168457,-3092.896973,-195.5466156,873.4661255,-3081.667969,-137.0112457,859.1566772,-3067.033936,-119.8770828,872.7098389,-3056.078125,-59.34809494,877.9210205,-3038.467773,-72.45982361,859.5845337,-3068.377686,-168.2425842,691.0784302,-2954.56665,-159.1173859,727.2146606,-2987.743896,-207.9785767,729.8045044,-2998.010986,-216.9171295,693.5810547,-2964.960205
176,-187.7617798,846.0108643,-3092.888672,-195.5468597,873.4644775,-3081.67041,-137.0078735,859.1552734,-3067.028564,-119.879303,872.7102661,-3056.081787,-59.35039902,877.9213257,-3038.474121,-72.46128082,859.5911865,-3068.394775,-168.2517548,691.064209,-2954.575684,-159.1244202,727.2022095,-2987.761475,-207.9822845,729.7810669,-2998.031494,-216.9228668,693.5552368,-2964.966553
177,-187.7597046,846.0109863,-3092.901855,-195.5462952,873.4644165,-3081.677002,-137.0059357,859.1557617,-3067.034912,-119.8780365,872.7115479,-3056.087891,-59.35239029,877.9206543,-3038.476563,-72.45905304,859.5896606,-3068.388672,-168.2510376,691.0308228,-2954.571777,-159.1249847,727.1754761,-2987.776611,-207.9799957,729.7498779,-2998.053467,-216.9232788,693.515564,-2964.98291
178,-187.7580261,846.0140381,-3092.914551,-195.5427246,873.4593506,-3081.663086,-137.0032043,859.1550293,-3067.036377,-119.8754959,872.7045288,-3056.073975,-59.34752655,877.9194336,-3038.481201,-72.45514679,859.5843506,-3068.385986,-168.2254791,690.9790649,-2954.579346,-159.1036224,727.1309204,-2987.772461,-207.9599915,729.7040405,-2998.053223,-216.8973694,693.4606323,-2964.985596
179,-187.7591705,846.0114136,-3092.894287,-195.5443268,873.4594727,-3081.666504,-137.004303,859.1539917,-3067.040771,-119.8771896,872.7105103,-3056.083984,-59.34846115,877.9226074,-3038.487549,-72.45735931,859.5852051,-3068.386475,-168.1674805,690.9296875,-2954.600586,-159.0562286,727.0910034,-2987.782227,-207.9188995,729.6647949,-2998.056152,-216.8416901,693.4109497,-2964.983887
180,-187.7539978,846.007019,-3092.896973,-195.5444489,873.4678345,-3081.692139,-137.0068207,859.1551514,-3067.044922,-119.8793564,872.7114868,-3056.089355,-59.34949875,877.9191895,-3038.476074,-72.45805359,859.5855103,-3068.381104,-168.0809937,690.9011841,-2954.610352,-158.9950562,727.0791016,-2987.803467,-207.8632202,729.6496582,-2998.049805,-216.7613983,693.3804321,-2964.971436
181,-187.758606,846.012207,-3092.900635,-195.5433502,873.4625854,-3081.675049,-137.0069733,859.1523438,-3067.027344,-119.8815918,872.7120972,-3056.093506,-59.35144806,877.9225464,-3038.487549,-72.45612335,859.585022,-3068.37793,-167.9950256,690.9234619,-2954.610596,-158.9339752,727.1083984,-2987.802002,-207.8092346,729.6676025,-2998.029297,-216.6785278,693.3925781,-2964.952881
182,-187.7581482,846.013855,-3092.904541,-195.5422668,873.4587402,-3081.659424,-137.0077667,859.156189,-3067.03418,-119.8808289,872.7094727,-3056.079346,-59.35202789,877.921814,-3038.488037,-72.45585632,859.5872192,-3068.38623,-167.9394989,691.013855,-2954.604004,-158.8956909,727.1837158,-2987.779297,-207.7722168,729.7171021,-2998.001953,-216.6221161,693.451416,-2964.92627
183,-187.759613,846.0142822,-3092.89502,-195.5447693,873.4634399,-3081.666992,-137.0047455,859.1645508,-3067.042969,-119.8764954,872.710022,-3056.087402,-59.34606552,877.9186401,-3038.470459,-72.45610046,859.5860596,-3068.381592,-167.9128265,691.1323853,-2954.54541,-158.8820496,727.2883301,-2987.7229,-207.752243,729.7841187,-2997.969238,-216.5959778,693.5316772,-2964.889893
184,-187.7602386,846.0167236,-3092.891113,-195.5473022,873.4644775,-3081.667969,-137.0080414,859.1580811,-3067.018066,-119.8794403,872.7172852,-3056.099609,-59.34763336,877.9170532,-3038.462402,-72.45655823,859.583252,-3068.366211,-167.9026794,691.2420654,-2954.452637,-158.8811493,727.3932495,-2987.674561,-207.7493591,729.8547363,-2997.94873,-216.5849609,693.6108398,-2964.853516
185,-187.756134,846.0172119,-3092.890869,-195.543869,873.4638062,-3081.649658,-137.0038605,859.1620483,-3067.033691,-119.8801041,872.7166138,-3056.086426,-59.34746552,877.9193726,-3038.471436,-72.45659638,859.5871582,-3068.377686,-167.9030762,691.3344727,-2954.384277,-158.8852234,727.4793701,-2987.633545,-207.7493896,729.9100342,-2997.916016,-216.5821838,693.6738892,-2964.80957
186,-187.760437,846.0222778,-3092.88916,-195.548111,873.4706421,-3081.664307,-137.0052948,859.1696777,-3067.040771,-119.8802643,872.7166748,-3056.084229,-59.35144806,877.925293,-3038.486816,-72.45593262,859.5900269,-3068.383789,-167.8983154,691.4050903,-2954.346436,-158.8855743,727.5460815,-2987.591553,-207.7422638,729.9481201,-2997.888428,-216.5769959,693.7148438,-2964.78833
187,-187.7599335,846.0253906,-3092.881348,-195.5503235,873.4696655,-3081.666504,-137.0058289,859.1696777,-3067.037109,-119.8838043,872.7143555,-3056.080322,-59.35158157,877.9265137,-3038.487549,-72.45737457,859.5918579,-3068.385498,-167.8832245,691.4433594,-2954.327148,-158.8815155,727.5924683,-2987.574219,-207.7383118,729.9707642,-2997.891602,-216.5600891,693.7323608,-2964.784912
188,-187.7601929,846.0196533,-3092.862793,-195.5447388,873.4730835,-3081.663818,-137.0016479,859.1647339,-3067.010254,-119.8803482,872.71521,-3056.077393,-59.35025024,877.9263306,-3038.48999,-72.45584106,859.5928345,-3068.389404,-167.8553162,691.4428101,-2954.337158,-158.8713074,727.6062012,-2987.588623,-207.7274017,729.960144,-2997.894531,-216.5315857,693.7102051,-2964.792969
189,-187.7635651,846.0304565,-3092.888428,-195.5484619,873.4713135,-3081.657959,-137.0068817,859.1672974,-3067.012695,-119.8814926,872.7177734,-3056.082764,-59.35078812,877.9237061,-3038.476074,-72.45675659,859.5942383,-3068.388428,-167.8140564,691.3936768,-2954.366943,-158.8446808,727.5735474,-2987.608398,-207.7004852,729.9125977,-2997.890381,-216.4940033,693.647644,-2964.826904
190,-187.7612457,846.0270386,-3092.881592,-195.5449677,873.4718628,-3081.666016,-137.0094299,859.170166,-3067.039795,-119.881279,872.7167358,-3056.080322,-59.3487587,877.9234009,-3038.478271,-72.45977783,859.5952759,-3068.393799,-167.7423248,691.2918091,-2954.416016,-158.7953186,727.491394,-2987.613037,-207.6569824,729.8336182,-2997.886475,-216.4304047,693.5482788,-2964.853271
191,-187.7593689,846.0267944,-3092.875244,-195.5455475,873.4765015,-3081.668701,-137.0042725,859.166748,-3067.025635,-119.8787613,872.7180786,-3056.090332,-59.34798431,877.9215698,-3038.467773,-72.45761108,859.5899658,-3068.375488,-167.6511536,691.1542969,-2954.512695,-158.7329102,727.3832397,-2987.640869,-207.6047058,729.7337036,-2997.885498,-216.3461914,693.413269,-2964.871338
192,-187.7554016,846.0213013,-3092.866455,-195.5435181,873.47229,-3081.671143,-137.0033569,859.1690674,-3067.033447,-119.8806305,872.7159424,-3056.088135,-59.35131836,877.9213867,-3038.468018,-72.45651245,859.5874023,-3068.378906,-167.5904083,690.9892578,-2954.567871,-158.6999054,727.2695313,-2987.675049,-207.5747833,729.619812,-2997.893799,-216.2893372,693.2525635,-2964.894287
193,-187.7581177,846.0222778,-3092.881104,-195.5442963,873.4696655,-3081.66333,-137.0049744,859.1731567,-3067.049072,-119.8779221,872.7163086,-3056.083496,-59.3463707,877.9250488,-3038.466553,-72.45500183,859.5906372,-3068.388672,-167.5999146,690.8215332,-2954.587891,-158.7164001,727.1450806,-2987.667725,-207.5908051,729.4888916,-2997.915039,-216.2942505,693.0761719,-2964.933105
194,-187.7519836,846.0162964,-3092.859131,-195.5439758,873.4659424,-3081.650879,-137.0057831,859.1712036,-3067.041016,-119.8796082,872.7158203,-3056.076172,-59.3476181,877.9238281,-3038.46582,-72.45613098,859.588562,-3068.371826,-167.6656952,690.6498413,-2954.586914,-158.7692871,727.0070801,-2987.631592,-207.6403656,729.3388672,-2997.924072,-216.3516998,692.8930664,-2964.990479
195,-187.7477264,846.0109253,-3092.859619,-195.5450439,873.473877,-3081.668701,-137.0074005,859.1622314,-3067.029297,-119.8777847,872.7154541,-3056.083008,-59.35237122,877.9237061,-3038.474609,-72.45767975,859.5855103,-3068.374756,-167.7575989,690.4648438,-2954.582275,-158.8478394,726.8641357,-2987.589844,-207.7091522,729.1831665,-2997.911377,-216.4385834,692.6992798,-2965.045898
196,-187.7510071,846.0092773,-3092.866455,-195.5474243,873.4741821,-3081.665771,-137.0080872,859.1622925,-3067.029297,-119.8803482,872.7124634,-3056.071777,-59.35276032,877.9266357,-3038.482666,-72.45916748,859.5864258,-3068.378906,-167.8583679,690.2946167,-2954.605713,-158.9316864,726.7349243,-2987.543213,-207.7829742,729.0438843,-2997.887451,-216.5274963,692.5159912,-2965.094238
197,-187.7519684,846.0106201,-3092.870605,-195.5476532,873.4689331,-3081.64917,-137.0071411,859.156311,-3067.008057,-119.8858109,872.7128296,-3056.078857,-59.35172653,877.9273682,-3038.495117,-72.45806122,859.586853,-3068.381104,-167.9416504,690.168335,-2954.644287,-158.996933,726.6434937,-2987.514648,-207.8408356,728.9481201,-2997.895752,-216.5975189,692.383606,-2965.155029
198,-187.7523956,846.0111694,-3092.871826,-195.5464783,873.4693604,-3081.656738,-137.0120544,859.1618652,-3067.030029,-119.8824615,872.7069702,-3056.067871,-59.34889221,877.927124,-3038.490967,-72.45609283,859.5855713,-3068.376221,-167.9897308,690.1209717,-2954.691895,-159.0410309,726.6176147,-2987.528076,-207.8796234,728.9028931,-2997.943848,-216.6381226,692.3150635,-2965.223633
